date, pm25, pm10, o3, no2, so2, co
2021/6/5, , 12, , , , 
2021/6/6, , 11, , 1, , 
2021/6/7, , 10, , 2, , 
2021/6/8, , 15, , 1, , 
2021/6/9, , 16, , 1, , 
2021/6/10, , 10, , , , 
2021/6/11, , 8, , , , 
2021/6/12, , 14, , , , 
2021/6/13, , 5, , 1, , 
2021/6/14, , 7, , 1, , 
2021/6/15, , 10, , 1, , 
2021/6/16, , 10, , , , 
2021/6/17, , 7, , 1, , 
2021/6/18, , 11, , , , 
2021/6/19, , 15, , , , 
2021/6/20, , 9, , 1, , 
2021/6/21, , 9, , 1, , 
2021/6/22, , 14, , 1, , 
2021/6/23, , 10, , 1, , 
2021/6/24, , 9, , , , 
2021/6/25, , 17, , , , 
2021/6/26, , 29, , , , 
2021/6/27, , 23, , , , 
2021/6/28, , 11, , , , 
2021/6/29, , 22, , , , 
2021/6/30, , 11, , , , 
2021/1/4, , 14, , 11, , 
2021/1/5, , 8, , 1, , 
2021/1/6, , 16, , 8, , 
2021/1/7, , 12, , 1, , 
2021/1/8, , 14, , 4, , 
2021/1/9, , 13, , 9, , 
2021/1/10, , 6, , 12, , 
2021/1/11, , 8, , 1, , 
2021/1/12, , 5, , 2, , 
2021/1/13, , 6, , 3, , 
2021/1/14, , 10, , 1, , 
2021/1/15, , 6, , , , 
2021/1/16, , 5, , 1, , 
2021/1/17, , 7, , , , 
2021/1/18, , 5, , 1, , 
2021/1/19, , 5, , 3, , 
2021/1/20, , 15, , , , 
2021/1/21, , 9, , , , 
2021/1/22, , 9, , , , 
2021/1/23, , 12, , , , 
2021/1/24, , 8, , 1, , 
2021/1/25, , 10, , 1, , 
2021/1/26, , 14, , 1, , 
2021/1/27, , 4, , 9, , 
2021/1/28, , 27, , 10, , 
2021/1/29, , 16, , 5, , 
2021/1/30, , 7, , , , 
2021/1/31, , 5, , 3, , 
2021/2/1, , 7, , 1, , 
2021/2/2, , 12, , , , 
2021/2/3, , 15, , 1, , 
2021/2/4, , 15, , , , 
2021/2/5, , 9, , , , 
2021/2/6, , 7, , , , 
2021/2/7, , 5, , 2, , 
2021/2/8, , 8, , 3, , 
2021/2/9, , 11, , 5, , 
2021/2/10, , 7, , 1, , 
2021/2/11, , 6, , , , 
2021/2/12, , 9, , , , 
2021/2/13, , 5, , , , 
2021/2/14, , 6, , 4, , 
2021/2/15, , 5, , 5, , 
2021/2/16, , 5, , 7, , 
2021/2/17, , 7, , 7, , 
2021/2/18, , 6, , 7, , 
2021/2/19, , 8, , 3, , 
2021/2/20, , 14, , 6, , 
2021/2/21, , 8, , 8, , 
2021/2/22, , 5, , 2, , 
2021/2/23, , 6, , 13, , 
2021/2/24, , 14, , 4, , 
2021/2/25, , 5, , 4, , 
2021/2/26, , 14, , , , 
2021/2/27, , 19, , , , 
2021/2/28, , 17, , 6, , 
2021/3/1, , 16, , 4, , 
2021/3/2, , 7, , 1, , 
2021/3/3, , 5, , 3, , 
2021/3/4, , 8, , 2, , 
2021/3/5, , 10, , 2, , 
2021/3/6, , 11, , 2, , 
2021/3/7, , 12, , 3, , 
2021/3/8, , 12, , 5, , 
2021/3/9, , 4, , , , 
2021/3/10, , 4, , , , 
2021/3/11, , 6, , 4, , 
2021/3/12, , 15, , 2, , 
2021/3/13, , 15, , 2, , 
2021/3/14, , 17, , 1, , 
2021/3/15, , 6, , 4, , 
2021/3/16, , 16, , 2, , 
2021/3/17, , 5, , 2, , 
2021/3/18, , 6, , 1, , 
2021/3/19, , 6, , 1, , 
2021/3/20, , 12, , , , 
2021/3/21, , 19, , 1, , 
2021/3/22, , 12, , 3, , 
2021/3/23, , 14, , 3, , 
2021/3/24, , 11, , 2, , 
2021/3/25, , 9, , , , 
2021/3/26, , 7, , , , 
2021/3/27, , 14, , , , 
2021/3/28, , 8, , 1, , 
2021/3/29, , 8, , 3, , 
2021/3/30, , 15, , 5, , 
2021/3/31, , 21, , 1, , 
2020/12/4, , 14, , 4, , 
2020/12/5, , 6, , , , 
2020/12/6, , 4, , 1, , 
2020/12/7, , 2, , 5, , 
2020/12/8, , 6, , 6, , 
2020/12/9, , 2, , 1, , 
2020/12/10, , 4, , 1, , 
2020/12/11, , 3, , , , 
2020/12/12, , 2, , , , 
2020/12/13, , 5, , 1, , 
2020/12/14, , 5, , 1, , 
2020/12/15, , 9, , 3, , 
2020/12/16, , 10, , 6, , 
2020/12/17, , 5, , 1, , 
2020/12/18, , 14, , 10, , 
2020/12/19, , 5, , , , 
2020/12/20, , 13, , 5, , 
2020/12/21, , 16, , 7, , 
2020/12/22, , 9, , 14, , 
2020/12/23, , 6, , , , 
2020/12/24, , 15, , , , 
2020/12/25, , 5, , 5, , 
2020/12/26, , 11, , , , 
2020/12/27, , 12, , , , 
2020/12/28, , 8, , 14, , 
2020/12/29, , 6, , 15, , 
2020/12/30, , 12, , 7, , 
2020/12/31, , 142, , 5, , 
2021/1/1, , 2, , 1, , 
2021/1/2, , 4, , , , 
2020/8/2, , 10, , , , 
2020/3/31, , 28, , , , 
2020/4/4, , 24, , , 1, 
2020/4/5, , 7, , , 1, 
2020/4/6, , 11, , 1, 1, 
2020/4/7, , 10, , 4, 2, 
2020/4/8, , 7, , 3, 2, 
2020/4/9, , 3, , , 2, 
2020/4/10, , 6, , , 2, 
2020/4/11, , 6, , , 2, 
2020/4/12, , 11, , , 2, 
2020/4/13, , 26, , , 1, 
2020/4/14, , 20, , , 2, 
2020/4/15, , 23, , , 2, 
2020/4/18, , 6, , , 2, 
2020/4/19, , 15, , , 2, 
2020/4/20, , 16, , , 1, 
2020/4/21, , 11, , 1, 1, 
2020/4/22, , 8, , , 2, 
2020/1/1, , 17, , 12, 1, 
2020/2/9, , 4, , 4, , 
2020/2/10, , 5, , 11, , 
2020/2/11, , 10, , 10, , 
2020/2/12, , 12, , , , 
2020/2/13, , 6, , , , 
2020/2/14, , 5, , , , 
2020/2/15, , 10, , , , 
2020/2/16, , 6, , 4, , 
2020/2/17, , 8, , 11, , 
2020/2/18, , 15, , 1, , 
2020/2/19, , 4, , 10, , 
2020/2/20, , 6, , 7, , 
2020/2/21, , 12, , 8, , 
2020/2/22, , 16, , , , 
2020/2/23, , 10, , 8, , 
2020/3/2, , 10, , 6, , 
2020/3/3, , 9, , 1, , 
2020/3/4, , 4, , 19, , 
2020/3/21, , 7, , , , 
2020/3/22, , 9, , , , 
2020/3/23, , 13, , , , 
2020/3/28, , 14, , , 1, 
2020/3/29, , 14, , , 1, 
2020/3/30, , 22, , , 1, 
2019/9/21, , 12, , , , 
2019/9/22, , 11, , , , 
2019/5/3, , 10, , 1, , 
2019/6/18, , 8, , 2, 1, 
2019/3/10, , 3, , 6, 1, 
2018/11/5, , 7, , 3, , 
2018/8/19, , 5, , 3, 2, 
2018/8/20, , 5, , 2, 2, 
2018/4/1, , 10, , , , 
2018/4/2, , 6, , , , 
2018/4/3, , 7, , 1, , 
2018/4/4, , 14, , 4, , 
2018/4/5, , 17, , 4, , 
2018/4/6, , 18, , 3, , 
2018/4/7, , 9, , 3, , 
2018/4/8, , 15, , 1, , 
2018/4/9, , 28, , 2, , 
2018/4/10, , 27, , 1, , 
2018/4/11, , 10, , 1, , 
2018/4/12, , 7, , 3, , 
2018/4/13, , 22, , 2, , 
2018/4/14, , 7, , 1, , 
2018/4/15, , 8, , , , 
2018/4/16, , 17, , , , 
2018/4/17, , 7, , 1, , 
2018/4/18, , 11, , 2, , 
2018/4/19, , 15, , , , 
2018/4/20, , 12, , 3, , 
2018/4/21, , 7, , 1, , 
2018/4/22, , 8, , 3, , 
2018/4/23, , 7, , 3, , 
2018/4/24, , 7, , 1, , 
2018/4/25, , 6, , 2, , 
2018/4/26, , 5, , 3, , 
2018/4/27, , 8, , 2, , 
2018/4/28, , 6, , 1, , 
2018/4/29, , 8, , 1, , 
2018/4/30, , 12, , 3, , 
2018/5/1, , 12, , 1, , 
2018/5/2, , 11, , 3, , 
2018/5/3, , 11, , 3, , 
2018/5/4, , 14, , 2, , 
2018/5/5, , 15, , 1, , 
2018/5/6, , 12, , 1, , 
2018/5/7, , 9, , 2, , 
2018/5/8, , 6, , 2, , 
2018/5/9, , 6, , 2, , 
2018/5/10, , 6, , 2, , 
2018/5/11, , 10, , 3, , 
2018/1/1, , 164, , 4, , 
2018/1/2, , 6, , 9, , 
2018/1/3, , 9, , 4, , 
2018/1/4, , 10, , 14, , 
2018/1/5, , 18, , 10, , 
2018/1/6, , 14, , 1, , 
2018/1/7, , 8, , 7, , 
2018/1/8, , 8, , 2, , 
2018/1/9, , 14, , 9, , 
2018/1/10, , 7, , 3, , 
2018/1/11, , 9, , 5, , 
2018/1/12, , 18, , 3, , 
2018/1/13, , 6, , , , 
2018/1/14, , 10, , 7, , 
2018/1/15, , 11, , 2, , 
2018/1/16, , 9, , 23, , 
2018/1/17, , 12, , 15, , 
2018/1/18, , 6, , 29, , 
2018/1/19, , 8, , 22, , 
2018/1/20, , 8, , , , 
2018/1/21, , 5, , 1, , 
2018/1/22, , 7, , 3, , 
2018/1/23, , 4, , 1, , 
2018/1/24, , 7, , 17, , 
2018/1/25, , 9, , 5, , 
2018/1/26, , 5, , 10, , 
2018/1/27, , 7, , 8, , 
2018/1/28, , 7, , 10, , 
2018/1/29, , 8, , 5, , 
2018/1/30, , 4, , 13, , 
2018/1/31, , 6, , 5, , 
2018/2/1, , 5, , 3, , 
2018/2/2, , 8, , 3, , 
2018/2/3, , 19, , 1, , 
2018/2/4, , 7, , 4, , 
2018/2/5, , 12, , 4, , 
2018/2/6, , 12, , 2, , 
2018/2/7, , 15, , 7, , 
2018/2/8, , 10, , 5, , 
2018/2/9, , 10, , 1, , 
2018/2/10, , 10, , , , 
2018/2/11, , 12, , 9, , 
2018/2/12, , 9, , 7, , 
2018/2/13, , 7, , 3, , 
2018/2/14, , 7, , 20, , 
2018/2/15, , 9, , 6, , 
2018/2/16, , 11, , 5, , 
2018/2/17, , 6, , , , 
2018/2/18, , 5, , 1, , 
2018/2/19, , 13, , 6, , 
2018/2/20, , 16, , 3, , 
2018/2/21, , 13, , 3, , 
2018/2/22, , 9, , 1, , 
2018/2/23, , 10, , 1, , 
2018/2/24, , 15, , , , 
2018/2/25, , 20, , 1, , 
2018/2/26, , 22, , 3, , 
2018/2/27, , 20, , 11, , 
2018/2/28, , 29, , 6, , 
2018/3/1, , 14, , 5, , 
2018/3/2, , 20, , 3, , 
2018/3/3, , 12, , 2, , 
2018/3/4, , 10, , 3, , 
2018/3/5, , 14, , 2, , 
2018/3/6, , 10, , 6, , 
2018/3/7, , 11, , 11, , 
2018/3/8, , 28, , 3, , 
2018/3/9, , 11, , , , 
2018/3/10, , 10, , 3, , 
2018/3/11, , 10, , 9, , 
2018/3/12, , 18, , 4, , 
2018/3/13, , 10, , 2, , 
2018/3/14, , 6, , 3, , 
2018/3/15, , 7, , 2, , 
2018/3/16, , 8, , 1, , 
2018/3/17, , 10, , 1, , 
2018/3/18, , 18, , 6, , 
2018/3/19, , 18, , 3, , 
2018/3/20, , 11, , 4, , 
2018/3/21, , 14, , 3, , 
2018/3/22, , 8, , 6, , 
2018/3/23, , 8, , 2, , 
2018/3/24, , 10, , 1, , 
2018/3/25, , 9, , 1, , 
2018/3/26, , 15, , 1, , 
2018/3/27, , 7, , 2, , 
2018/3/28, , 10, , 5, , 
2018/3/29, , 15, , 4, , 
2018/3/30, , 17, , 3, , 
2018/3/31, , 10, , , , 
2016/12/8, , 18, , 6, , 
2016/12/9, , 43, , 12, , 
2016/12/10, , 7, , 5, , 
2016/12/11, , 9, , 7, , 
2016/12/12, , 15, , 2, , 
2016/12/13, , 14, , 3, , 
2016/12/14, , 12, , 2, , 
2016/12/15, , 11, , 7, , 
2016/12/16, , 7, , 2, , 
2016/12/17, , 14, , 3, , 
2016/12/18, , 12, , 4, , 
2016/12/19, , 11, , 3, , 
2016/12/20, , 6, , 14, , 
2016/12/21, , 8, , 6, , 
2016/12/22, , 7, , 3, , 
2016/12/23, , 8, , 6, , 
2016/12/24, , 5, , 1, , 
2016/12/25, , 13, , 2, , 
2016/12/26, , 23, , 1, , 
2016/12/27, , 16, , 1, , 
2016/12/28, , 11, , 2, , 
2016/12/29, , 8, , 10, , 
2016/12/30, , 18, , 5, , 
2016/7/1, , 7, , 3, , 
2016/7/9, , 7, , 2, , 
2016/7/10, , 8, , 3, , 
2016/7/11, , 9, , 4, , 
2016/7/12, , 12, , 3, , 
2016/7/13, , 12, , 3, , 
2016/7/14, , 18, , 2, , 
2016/4/1, , 8, , 2, , 
2016/4/2, , 7, , 1, , 
2016/4/3, , 7, , 6, , 
2016/4/4, , 18, , 3, , 
2016/4/5, , 11, , 4, , 
2016/4/6, , 14, , 3, , 
2016/4/7, , 26, , 2, , 
2016/4/8, , 5, , 2, , 
2016/4/9, , 9, , 4, , 
2016/4/10, , 12, , 3, , 
2016/4/11, , 11, , 7, , 
2016/4/12, , 17, , 9, , 
2016/4/13, , 20, , 2, , 
2016/4/14, , 8, , 6, , 
2016/4/15, , 17, , 3, , 
2016/4/16, , 8, , 1, , 
2016/4/17, , 16, , 2, , 
2016/4/18, , 10, , 3, , 
2016/4/19, , 9, , 4, , 
2016/4/20, , 12, , 2, , 
2016/4/21, , 10, , 2, , 
2016/4/22, , 10, , 3, , 
2016/4/23, , 11, , 2, , 
2016/4/24, , 14, , 3, , 
2016/4/25, , 12, , 3, , 
2016/4/26, , 14, , 3, , 
2016/4/27, , 13, , 1, , 
2016/4/28, , 10, , 2, , 
2016/4/29, , 10, , 4, , 
2016/4/30, , 7, , 3, , 
2016/5/1, , 8, , 3, , 
2016/5/2, , 7, , 1, , 
2016/5/3, , 11, , 3, , 
2016/5/4, , 7, , 1, , 
2016/5/5, , 6, , 1, , 
2016/5/6, , 6, , 3, , 
2016/5/7, , 8, , 2, , 
2016/5/8, , 8, , 4, , 
2016/5/9, , 7, , 4, , 
2016/5/10, , 8, , 4, , 
2016/5/11, , 18, , 4, , 
2016/5/12, , 13, , 4, , 
2016/5/13, , 14, , 2, , 
2016/5/14, , 8, , 2, , 
2016/5/15, , 7, , 2, , 
2016/5/16, , 14, , 3, , 
2016/5/17, , 11, , 4, , 
2016/5/18, , 12, , 4, , 
2016/5/19, , 9, , 4, , 
2016/5/20, , 10, , 3, , 
2016/5/21, , 9, , 3, , 
2016/5/22, , 8, , 5, , 
2016/5/23, , 7, , 2, , 
2016/5/24, , 14, , 3, , 
2016/5/25, , 10, , 4, , 
2016/5/26, , 8, , 2, , 
2016/5/27, , 10, , 2, , 
2016/5/28, , 13, , 2, , 
2016/5/29, , 8, , 2, , 
2016/5/30, , 8, , 3, , 
2016/5/31, , 9, , 5, , 
2016/6/1, , 7, , 4, , 
2016/6/2, , 10, , 6, , 
2016/6/3, , 13, , 6, , 
2016/6/4, , 12, , 2, , 
2016/6/5, , 11, , 5, , 
2016/6/6, , 13, , 4, , 
2016/6/7, , 16, , 4, , 
2016/6/8, , 29, , 5, , 
2016/6/9, , 8, , 4, , 
2016/6/10, , 10, , 2, , 
2016/6/11, , 11, , 3, , 
2016/6/12, , 15, , 4, , 
2016/6/13, , 14, , 3, , 
2016/6/14, , 12, , 4, , 
2016/6/15, , 15, , 4, , 
2016/6/16, , 8, , 3, , 
2016/6/17, , 9, , 1, , 
2016/6/18, , 39, , 2, , 
2016/6/19, , 20, , 5, , 
2016/6/20, , 16, , 3, , 
2016/6/21, , 22, , 4, , 
2016/6/22, , 12, , 3, , 
2016/6/23, , 8, , 3, , 
2016/6/24, , 6, , 3, , 
2016/6/25, , 6, , 2, , 
2016/6/26, , 6, , 2, , 
2016/6/27, , 9, , 4, , 
2016/6/28, , 8, , 3, , 
2016/6/29, , 12, , 4, , 
2016/6/30, , 12, , 4, , 
2016/3/22, , 8, , 4, , 
2016/3/23, , 7, , 1, , 
2016/3/26, , 12, , 1, , 
2016/3/27, , 12, , 1, , 
2016/3/28, , 8, , 3, , 
2016/3/29, , 9, , 4, , 
2016/3/30, , 18, , 2, , 
2016/3/31, , 6, , 2, , 
2015/12/16, , 5, , 2, , 
2015/12/17, , 5, , 5, , 
2015/12/18, , 10, , 13, , 
2015/12/31, , 16, , 2, , 
2015/7/9, , 12, , 2, , 
2021/1/3, , , , 4, , 
2020/3/25, , , , , , 
2018/10/29, , , , 1, , 
2017/12/31, , , , 19, , 
2020/3/24, , , , , , 
2023/10/26, , , , , , 
2023/10/27, , , , , , 
2023/10/28, , , , , , 
2023/10/29, , , , , , 
2023/10/30, , , , , , 
2023/10/31, , , , , , 
2023/11/1, , , , , , 
2023/11/2, , , , , , 
2023/11/3, , , , , , 
2023/11/4, , , , , , 
2023/11/5, , , , , , 
2023/1/4, , , , , , 
2023/1/5, , , , , , 
2023/1/6, , , , , , 
2023/1/7, , , , , , 
2023/1/8, , , , , , 
2023/1/9, , , , , , 
2023/1/10, , , , , , 
2023/1/27, , , , , , 
2023/1/28, , , , , , 
2023/1/29, , , , , , 
2023/1/30, , , , , , 
2023/1/31, , , , , , 
2023/2/1, , , , , , 
2023/2/26, , , , , , 
2023/3/24, , , , , , 
2023/3/25, , , , , , 
2023/3/26, , , , , , 
2023/3/27, , , , , , 
2023/3/28, , , , , , 
2022/11/21, , , , , , 
2022/12/9, , , , , , 
2022/12/10, , , , , , 
2022/12/11, , , , , , 
2022/12/12, , , , , , 
2022/12/13, , , , , , 
2022/12/14, , , , , , 
2022/12/15, , , , , , 
2022/12/18, , , , , , 
2022/12/19, , , , , , 
2022/12/20, , , , , , 
2022/12/21, , , , , , 
2022/12/22, , , , , , 
2022/12/23, , , , , , 
2022/12/24, , , , , , 
2022/1/2, , , , , , 
2021/12/21, , , , , , 
